Timestamp;Index;TrackingId;CoordX;CoordY;CoordZ;R[0,0];R[0,1];R[0,2];R[1,0];R[1,1];R[1,2];R[2,0];R[2,1];R[2,2];Registration;GeometryId;PresenceMask;Fid[0];Fid[1];Fid[2];Fid[3];
0x00000001312172a1;0;2689;149.9641;-51.2389;716.2505;-0.9605900;0.2309510;0.1546885;0.2201014;0.9718390;-0.0841685;-0.1697711;-0.0468043;-0.9843714;0.1598;99900;15;0;3;1;2
0x000000013121959c;0;2690;149.9503;-51.2226;716.2643;-0.9605828;0.2309959;0.1546662;0.2201628;0.9718326;-0.0840822;-0.1697323;-0.0467162;-0.9843823;0.1591;99900;15;0;3;1;2
0x000000013121b898;0;2691;149.9419;-51.2008;716.2740;-0.9606036;0.2309889;0.1545475;0.2201776;0.9718373;-0.0839884;-0.1695954;-0.0466517;-0.9844090;0.1609;99900;15;0;3;1;2
0x000000013121db93;0;2692;149.9405;-51.1822;716.2843;-0.9606393;0.2308911;0.1544716;0.2200930;0.9718618;-0.0839266;-0.1695030;-0.0466251;-0.9844261;0.1604;99900;15;0;3;1;2
0x000000013121fe8e;0;2693;149.9453;-51.1696;716.3013;-0.9606743;0.2307556;0.1544560;0.2199498;0.9718908;-0.0839661;-0.1694901;-0.0466915;-0.9844252;0.1615;99900;15;0;3;1;2
0x0000000131222189;0;2694;149.9509;-51.1577;716.3242;-0.9607048;0.2306121;0.1544810;0.2198009;0.9719232;-0.0839811;-0.1695107;-0.0467260;-0.9844200;0.1614;99900;15;0;3;1;2
0x000000013122502e;0;2695;149.9434;-51.1277;716.3551;-0.9607548;0.2304164;0.1544618;0.2196011;0.9719670;-0.0839968;-0.1694860;-0.0467803;-0.9844217;0.1602;99900;15;0;3;1;2
0x0000000131227329;0;2696;149.9201;-51.0985;716.3824;-0.9608069;0.2302170;0.1544351;0.2194122;0.9720155;-0.0839295;-0.1694353;-0.0467551;-0.9844316;0.1595;99900;15;0;3;1;2
0x0000000131229624;0;2697;149.8730;-51.0676;716.4124;-0.9609036;0.2300201;0.1541268;0.2192192;0.9720547;-0.0839797;-0.1691367;-0.0469089;-0.9844757;0.1592;99900;15;0;3;1;2
0x000000013122b91f;0;2698;149.7954;-51.0388;716.4472;-0.9610181;0.2298011;0.1537389;0.2189972;0.9720950;-0.0840921;-0.1687733;-0.0471456;-0.9845267;0.1608;99900;15;0;3;1;2
0x000000013122dc1b;0;2699;149.6939;-51.0092;716.4712;-0.9611417;0.2296409;0.1532045;0.2188796;0.9721309;-0.0839838;-0.1682210;-0.0471869;-0.9846193;0.1610;99900;15;0;3;1;2
0x000000013122ff16;0;2700;149.5851;-50.9748;716.4979;-0.9612545;0.2295764;0.1525927;0.2188583;0.9721429;-0.0839002;-0.1676034;-0.0472532;-0.9847214;0.1602;99900;15;0;3;1;2
0x0000000131232211;0;2701;149.4821;-50.9432;716.5353;-0.9613395;0.2296249;0.1519830;0.2189455;0.9721276;-0.0838496;-0.1670009;-0.0473319;-0.9848200;0.1633;99900;15;0;3;1;2
0x000000013123450c;0;2702;149.3943;-50.9196;716.5784;-0.9613702;0.2297676;0.1515722;0.2191109;0.9720909;-0.0838431;-0.1666064;-0.0473932;-0.9848838;0.1584;99900;15;0;3;1;2
0x0000000131236808;0;2703;149.3210;-50.8990;716.6212;-0.9613568;0.2299956;0.1513111;0.2193682;0.9720401;-0.0837600;-0.1663449;-0.0473304;-0.9849311;0.1587;99900;15;0;3;1;2
0x0000000131238b03;0;2704;149.2608;-50.8743;716.6609;-0.9613160;0.2303641;0.1510098;0.2197739;0.9719579;-0.0836498;-0.1660451;-0.0472259;-0.9849867;0.1588;99900;15;0;3;1;2
0x000000013123adfe;0;2705;149.2154;-50.8501;716.7045;-0.9612191;0.2308243;0.1509237;0.2202589;0.9718560;-0.0835581;-0.1659633;-0.0470753;-0.9850076;0.1615;99900;15;0;3;1;2
0x000000013123d0f9;0;2706;149.1837;-50.8263;716.7368;-0.9611235;0.2313005;0.1508036;0.2207767;0.9717541;-0.0833763;-0.1658290;-0.0468410;-0.9850414;0.1627;99900;15;0;3;1;2
0x000000013123f3f5;0;2707;149.1630;-50.8032;716.7684;-0.9610265;0.2317277;0.1507660;0.2212466;0.9716656;-0.0831619;-0.1657651;-0.0465644;-0.9850653;0.1630;99900;15;0;3;1;2
0x00000001312416f0;0;2708;149.1587;-50.7770;716.7971;-0.9609473;0.2320948;0.1507056;0.2216402;0.9715858;-0.0830459;-0.1656980;-0.0464003;-0.9850844;0.1616;99900;15;0;3;1;2
0x00000001312439eb;0;2709;149.1692;-50.7412;716.8260;-0.9608961;0.2322730;0.1507575;0.2218476;0.9715536;-0.0828694;-0.1657173;-0.0461837;-0.9850913;0.1635;99900;15;0;3;1;2
0x0000000131245ce6;0;2710;149.1930;-50.6996;716.8470;-0.9608915;0.2322950;0.1507536;0.2219141;0.9715607;-0.0826072;-0.1656555;-0.0459222;-0.9851139;0.1662;99900;15;0;3;1;2
0x0000000131247fe2;0;2711;149.2200;-50.6561;716.8835;-0.9608887;0.2321831;0.1509432;0.2218207;0.9715965;-0.0824368;-0.1657963;-0.0457302;-0.9850991;0.1652;99900;15;0;3;1;2
0x000000013124a2dd;0;2712;149.2492;-50.6173;716.9106;-0.9609475;0.2319393;0.1509439;0.2216102;0.9716626;-0.0822229;-0.1657372;-0.0455612;-0.9851169;0.1662;99900;15;0;3;1;2
0x000000013124c5d8;0;2713;149.2722;-50.5893;716.9448;-0.9610177;0.2316734;0.1509056;0.2213511;0.9717258;-0.0821750;-0.1656766;-0.0455685;-0.9851268;0.1647;99900;15;0;3;1;2
